"","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose"
"1293",0.485286267209786,0.555104112435639,0.0797605254163437
"1296",0.0967797912290213,0.432791244094267,0.281682730270838
"1297",0.0362972341567327,0.951666219257796,4.41073862526495e-05
"1298",0.978858621314637,0.237663262243538,0.813122054665067
"1299",0.00231492293139123,0.000258206493315468,0.00218034430684585
"13",0.729409210274388,0.0374847428298232,0.133330593801939
"130",0.186034227982888,0.0423422665886468,0.0929654815979088
"1300",0.870401004405675,0.202882408715133,0.418384594653716
"1302",0.215441491219714,0.865799440086468,0.585111516981153
"1303",0.0739870291277887,0.0020286725080059,0.035204696406933
"1304",0.0664544975089417,0.394881230563632,0.365283971430854
"1307",0.992927244600341,0.206767731109149,0.927516745015921
"1308",0.346545623243126,0.599628233985046,0.408745772468402
"1309",0.000206151735324414,0.506923827551603,0.245886173714647
"131",0.969315765010368,0.623097021095426,0.788926796221758
"1310",0.732102885465606,0.361378915581639,0.420577813510555
"1311",0.877935003038659,0.722616307499407,0.366437841347771
"1312",0.198940823981195,0.077668176405694,0.734496316186279
"1313",0.0207234658484262,0.00291248550645053,0.0451035688315343
"1314",0.464556580011844,0.167521691111195,0.14904102134779
"1315",0.000644546463662252,0.233449522936053,0.0211354143018035
"1316",0.360259600784895,0.85189341247495,0.319590699462915
"1317",0.340804785398745,0.275713461755838,0.179232907094527
"1318",0.833800193211532,0.227973165443984,0.0337107710122085
"1319",0.431110743373936,0.647463261040964,0.0847065198759438
"132",0.108842076058123,0.770835520320162,0.840645495662312
"1320",0.0918426792678816,0.232393262685242,0.57441435303297
"1321",0.191017850813211,0.941362792650298,0.484567882204142
"1322",0.663386867026865,0.290727734244317,0.0312814663747366
"1323",0.0397518090982864,0.885489144774186,0.729805077660578
"1324",0.397799792049403,0.00896963362801611,0.277975888128023
"1325",0.587338954812437,0.00228941257881013,0.0111368030830366
"1326",0.963153815710119,0.899170466405801,0.721613977584051
"1327",0.858807977185546,0.672346963527383,0.778480038384678
"1328",0.977534558256861,0.164709395722015,0.502739033880295
"1329",0.908777073638205,0.935544414008508,0.080977950864289
"133",0.00214523323732936,0.661455925926463,0.448237340992274
"1331",0.0192090278641427,0.0163611565518031,0.0176587117780911
"1332",0.650306206860765,0.881512576224262,0.609804521579323
"1333",0.436238273963195,0.0615822522581933,0.272921019935545
"1334",0.446079451479716,0.826415125090563,0.0265720275021602
"1335",0.374907012782192,0.0435260222282832,0.414869666343779
"1336",0.000473177232269069,0.880966248287952,0.00690684924463741
"1337",0.0546936075805223,0.374647984692463,0.00206832134642221
"1338",0.184112549169287,0.00567887468140689,0.713417113108783
"1339",0.049787843435005,0.064781894057007,0.00677154872084692
"134",0.0154844697822693,0.660094830469388,0.745228572809953
"1340",0.785101974904875,0.501879096112725,0.82217249215896
"1341",0.639706221417389,0.621414238764825,0.860839002373487
"1342",8.11900348206423e-05,0.0104683868974846,0.00227578700951102
"1343",0.773078873409627,0.320861207742064,0.371762840460117
"1344",0.167244999460593,0.575567649884049,0.648656652212645
"1349",0.533309990092222,0.0512341103108374,0.826314824208708
"135",0.554821901052163,0.839623390184856,0.931495681665538
"1350",0.554277375955689,0.469773384778512,0.59509748101369
"1351",0.0173347518856826,0.0292129138066742,0.0185003380155712
"1352",0.0243119595683861,0.129051917374852,0.127132333222748
"1353",0.27499194710007,0.121214276956749,0.92447819452861
"1354",0.560353744369056,0.121203600946715,0.88889836985075
"1355",0.576895932520774,0.915357163564798,0.780000557898448
"1356",0.572232584329199,0.467194002262284,0.104126813406003
"1357",0.688887892035728,0.82772328573454,0.70573113190806
"1358",0.920890140620586,0.829062176034438,0.63109956875241
"1359",0.581603505423011,0.961021453993198,0.685623554538273
"136",0.225557295118168,0.218199367551958,0.954464655375236
"1360",0.466879475793267,0.542359381738162,0.713778355545569
"1361",7.87598797803617e-05,0.00332061995821111,0.000451892628081175
"1362",0.00766289168347968,0.483526249062564,0.037037230176893
"1363",0.15475098295565,0.690317220049164,0.569589988181793
"1364",0.944457162501767,0.504494887016199,0.948005144952406
"1365",0.00318968383814512,0.000497507591600696,0.0736276322164819
"1366",0.0567476555454818,0.609017962093257,0.622799935507818
"1367",0.495184696359403,0.0245542105526614,0.639509695427223
"1368",0.363439858864572,0.887822522829419,0.588220477385907
"1369",0.0909901124210904,0.0571801916700067,0.201761912983052
"137",0.53078576748354,0.834287779009084,0.564124529337217
"1372",0.0454614169175635,0.198128939169626,0.177800094814525
"1373",0.882748022776333,0.197145894786476,0.33337191604283
"1374",0.0177530241023827,0.0320002306494676,0.0379884782307785
"1375",3.80365550320195e-06,0.19738746807644,0.000237733536587952
"1376",0.268219579689726,0.00116647195030059,0.240691016298126
"1378",0.0121330282977885,0.0294222773031648,0.0398863858681204
"138",0.238902116925242,0.905725589428674,0.601733567984671
"1380",0.545971190046721,0.203057821151707,0.277787877752998
"1383",0.202809777445761,0.639586158819432,0.775334351591816
"1384",0.977221964002077,0.809197702174795,0.647293716831433
"1385",0.307726322529947,0.182046626264397,0.159259733179711
"1386",0.578382847189716,0.666085814033061,0.65282275086059
"1387",0.591351716851147,0.797740541623436,0.26182610941133
"1388",0.416545523687453,0.410387416537463,0.103764524695581
"1389",0.175556253005466,0.0404674791967813,0.0804124062664877
"139",0.0194185530808176,0.303184834299002,0.0565595042987461
"1390",0.0750820898330604,0.212720311556368,0.0674943799399405
"1391",0.989903368464664,0.527169420957474,0.695690832308928
"1392",0.939717293569609,0.514976290488419,0.264484894010999
"1393",0.591757659805197,0.959353138714708,0.985682025142315
"1395",0.648564171202642,0.817457023303665,0.326183258255127
"1396",0.322522160196103,0.511319441260202,0.952811786271747
"1397",0.368659227287553,0.00622272836934327,0.103858232405182
"1398",0.000811981648291447,0.812583275844542,0.846233635665865
"1399",0.13400415577676,5.89347629716303e-05,0.00170612986957585
"14",0.180270808694351,0.302065961098639,0.486812397320359
"140",0.760930240178492,0.363397670102315,0.690058601897732
"1400",0.20183083758958,0.315908446905685,0.256827296459617
"1401",0.623980288300603,0.278652448997813,0.0760198334081626
"1402",0.309424311187728,0.897419949152534,0.363278965903178
"1403",0.0410476035209131,0.0288208751924549,0.00544511823279607
"1404",0.620187455832622,0.476989131744353,0.798968993140791
"1405",0.123235201135435,5.61703381721825e-05,0.0392230859251347
"1406",0.174286763342666,0.687509343242529,0.0811420532985352
"1407",0.344812970695397,0.790185365368921,0.200701457950368
"1408",0.0156676386411305,0.26590731334299,0.121958031168207
"141",0.789953206565631,0.722253024897735,0.452047488685335
"1410",0.00873621378220071,0.487737220396125,0.238477053280644
"1411",0.0165423960205572,0.0665091873713084,0.817508253416704
"1412",0.0156476293149928,0.314485752167786,0.10466500073343
"1413",0.951348675274025,0.569472223360733,0.743446972578136
"1414",0.396330113375789,0.0207670648951788,0.162686961950958
"1415",0.110912643284536,0.0399019345011375,0.974199068677382
"1416",0.0314544518343886,0.110272101362276,0.290057000025983
"1417",0.540463608944337,0.883328265632291,0.763740981280457
"1418",0.00433885498267201,0.184883737809446,0.490924270903888
"1419",0.695062890260485,0.321986792612773,0.631872164152016
"142",0.0649144245950433,0.195203295387338,0.0176057121076653
"1420",0.0590155034117082,0.00023598028698001,0.00438339793658668
"1421",0.878372640354849,0.775510807142055,0.449524418314736
"1422",0.00510670642164011,0.21825290372203,0.00756976279772295
"1423",0.00443582697714504,0.0608297212919966,0.00940003082254489
"1426",0.0909293804322935,0.307304369436653,0.018817990002897
"1427",0.00119197908106849,0.00561563725028779,0.495279239301246
"1428",0.684821549028101,0.304172074258191,0.545141375729182
"1429",0.0335820667423205,0.190699075462067,0.00205045400519735
"143",0.390229283738262,0.141451787385219,0.704819439104425
"1431",0.131396365806579,0.135207075575076,0.0439981255516681
"1432",0.0932420028950559,0.0270329891656891,0.0219011168703366
"1433",0.163279604725223,0.811116149845611,0.176969046041449
"1434",0.00878329328114854,0.825354661569408,0.0397305747371029
"1435",0.657486177639117,0.924662823847595,0.0111578623207248
"1436",0.0381124930058898,0.955505052109139,0.984108183751882
"1437",0.0164660698997492,0.440628037262908,0.0448184531673031
"1439",0.141263646589031,0.0361632218393265,0.0776439262084879
"144",0.349673502934353,0.856599454465935,0.75797728245723
"1442",0.990574939617802,0.0154563778543832,0.628994325523594
"1443",0.0330588092018209,0.632851798856927,0.0258399048126089
"1445",1.38444034002203e-06,0.0324765594193237,0.00933763516563992
"1446",0.148424936863367,0.260756198180255,0.00410706874888378
"1447",0.0903044612229698,0.626202090990018,0.678831906445199
"1448",0.0319899174277619,0.520683706201621,0.828528617107376
"145",0.473303064326494,0.840755512952449,0.740919349305456
"1450",0.425931352200189,0.457862328041171,0.168505981944968
"1452",0.960032775103695,0.72556543397972,0.706979261053359
"1454",0.629662782265866,0.390163453517436,0.19997709348008
"1455",0.0233599525757946,0.868154990281143,0.0364807751557185
"1457",0.140362857758965,0.907158226492686,0.909333592862813
"1458",0.513136229430523,0.79971278152558,0.492562798090341
"1459",0.0682321951093641,0.238793716328586,0.113912011212468
"146",0.182550091244905,0.824002650901732,0.618384392717002
"1460",0.0376132411778754,0.947157518542085,0.106048591280311
"1461",0.35178557032654,0.54601752606001,0.329497492444453
"1462",0.486307275880783,0.0190289046633667,0.0427900377677592
"1463",0.0297048692622618,0.21182858191625,0.708650246769542
"1466",0.986444909569184,0.389232697564561,0.00691604690572481
"1467",0.0120955000707135,0.832464248013693,0.354302521683013
"1468",0.938393289014066,0.835744759878347,0.878572503245451
"1469",0.905255431451915,0.0372260617829181,0.259342591923738
"147",0.467114727670746,0.268502721036022,0.935424922580532
"1470",0.0489302598323121,0.799431540549258,0.392869207580976
"1471",0.00643367217923783,0.188515302078889,0.23562121648063
"1472",0.0108220841972002,0.898484624728923,0.016309143356498
"1473",0.018731027474248,0.685962620032237,0.844251163607782
"1474",0.00511526823625596,0.0888522993863325,0.275945926801532
"1475",0.0473033644835156,0.183587190865084,0.0128288521105461
"1476",0.296049841209593,0.491024973586861,0.0600834326940988
"1478",0.840458788345296,0.822957677511167,0.601458491457695
"1479",0.908665833010953,0.00280541431387692,0.487698839432809
"148",0.649170442590042,0.976428391051417,0.245883876660947
"1480",0.762769038283254,0.931392301860977,0.918708340302735
"1481",0.20325266663971,0.103032047411345,0.105881229169232
"1483",0.623252124488366,0.965630723501422,0.0862119355312426
"1484",0.916858773004526,0.058143644051806,0.711186200560795
"1485",0.0911887931969538,0.937638997875144,0.191437295885295
"1486",0.670103064534906,0.0692582933171796,0.165015968184291
"1487",0.358908026474301,0.964239468175226,0.127335903623442
"1488",0.13980588879814,0.670588070450502,0.455996634583183
"1489",0.104429724960887,0.278025278250965,0.964433607444099
"149",0.527012788828344,0.785144623014526,0.602594286810114
"1490",0.090483301521751,0.0262256670724599,0.634039799856804
"1491",0.0634417976270145,0.00718560766719647,0.0197224448396317
"1492",0.0590508664136116,0.479935976786403,0.16103665833709
"1494",0.552807435012794,0.0374620668426816,0.00153360923250689
"1495",0.0199175623674785,0.81256240281663,0.0977836640162731
"1496",0.967442601510134,0.616873107385771,0.933121284773003
"1497",0.0351860869609066,0.785566111418143,0.100799794797542
